  2.5106335e-001  2.6494028e-001  5.8456657e-001
  1.1527052e-001  1.5647953e-001  4.7029199e-001
  2.8729177e-001  2.4583340e-001  6.3913506e-001
  2.2104869e-001  3.9237149e-001  6.5733685e-001
  3.8900177e-001  2.8396742e-001  5.2085475e-001
  6.8561363e-002  1.5158584e-001  6.4911802e-001
  1.0364249e-001  2.9967322e-001  5.9429641e-001
  9.3101466e-002  2.1475255e-001  6.6660764e-001
  2.0596899e-001  3.0047732e-001  6.0752579e-001
  2.9865700e-001  1.2275170e-001  6.4113387e-001
  4.3976875e-001  4.2176506e-002  6.7230227e-001
  2.2394684e-001  1.4927067e-001  7.5656196e-001
  2.0767364e-001  8.7958533e-002  6.7186354e-001
  9.7730129e-002  1.5689729e-001  5.8873812e-001
  2.2199578e-001  1.9368111e-001  7.4338546e-001
  1.6058585e-001  4.5149854e-001  5.7817601e-001
  2.3095262e-001  2.1893284e-001  7.3463520e-001
  2.4050735e-001  1.3340219e-001  3.7807059e-001
  3.4573459e-001  2.3689076e-001  7.5904232e-001
  1.7720088e-001  1.8207957e-001  5.8839924e-001
  1.7603567e-001  2.8588582e-001  4.5041750e-001
  9.0741989e-002  3.5756971e-001  5.2985156e-001
  1.3281625e-001  3.7888488e-001  5.8333878e-001
  1.8909999e-001  1.5032012e-001  6.1163488e-001
  3.0522128e-001  2.9341810e-001  5.2855308e-001
  2.4719657e-001  2.8669558e-001  6.7572584e-001
  4.0289349e-001  2.5016632e-001  5.9234818e-001
  3.0026575e-001  2.5547390e-001  5.3260739e-001
  1.4476858e-001  2.5013407e-002  6.1495024e-001
  2.8026371e-001  9.0699243e-002  4.9758032e-001
  2.8157305e-001  1.5095488e-001  4.3031813e-001
  1.4688380e-001  1.4405967e-002  6.8339974e-001
  1.9112079e-001  2.0435408e-001  4.3565306e-001
  1.6679205e-001  1.4228022e-001  6.1503940e-001
  1.6569808e-001  8.0399494e-002  6.8698907e-001
  2.4140104e-002  1.3511716e-001  6.5801002e-001
  6.5370176e-002  5.9886688e-002  4.9279465e-001
  7.8223191e-002  1.3960563e-001  5.2062105e-001
  1.0107973e-001  1.9070407e-001  5.9832262e-001
  2.4403384e-001  2.6038213e-001  6.0931576e-001
  3.0455613e-001  3.1237832e-001  5.7826201e-001
  8.2570192e-002  2.4739432e-001  7.0766205e-001
  8.7744120e-002  1.8295301e-001  4.2592320e-001
  7.0510055e-002  2.5725886e-001  4.3303345e-001
  3.0733949e-002  2.4826105e-001  6.0617011e-001
  1.2984802e-001  2.8242849e-001  3.9990434e-001
  2.3864597e-001  2.2175375e-001  6.9230584e-001
  2.2787323e-001  1.2196437e-001  6.2691863e-001
  2.6184377e-001  2.0343181e-001  6.6515211e-001
  1.1728614e-001  2.0559881e-001  6.6033778e-001
  4.7979361e-002  4.5815919e-002  4.7144720e-001
  2.3549592e-001  2.2845839e-001  5.9802283e-001
  2.2483329e-001  2.5011160e-001  5.2778849e-001
  2.1261657e-001  2.2745210e-001  6.8417177e-001
  9.3338055e-002  1.1267813e-001  4.5842894e-001
  3.1575450e-002  4.3775475e-001  5.4434814e-001
  3.2845099e-001  5.0260393e-002  8.1651297e-001
  1.2376795e-001  2.2323471e-001  5.5821760e-001
  8.2515602e-002  1.3333798e-001  6.3136049e-001
  2.3663132e-001  1.9870406e-001  4.2256402e-001
  2.3890008e-001 -1.4697427e-002  6.2024946e-001
  1.7039958e-001  3.1822400e-001  4.6423472e-001
  2.0006188e-001  3.7558984e-001  6.2670649e-001
  1.3500778e-001  1.9552121e-001  6.5455846e-001
  2.2611985e-002  2.6777355e-001  6.5101581e-001
  1.7144704e-001  1.8031320e-001  5.3616956e-001
  2.8608617e-001  3.0869403e-001  6.8579996e-001
  1.4506191e-001  2.7859345e-001  5.7251586e-001
  1.1913602e-001  1.2932946e-001  5.5650380e-001
  2.9031141e-001  1.5122065e-001  6.6262232e-001
  1.1111452e-001  3.9629674e-001  7.6315528e-001
  1.0410714e-001  2.8614578e-001  4.9247258e-001
  1.2886108e-001  2.8532405e-001  6.1616270e-001
  2.4881966e-002  1.8940216e-001  5.1891164e-001
  1.6767862e-001  3.4198106e-001  5.8502460e-001
  4.2757484e-001  4.2925662e-001  5.1403535e-001
  1.9924533e-001 -5.4835233e-002  4.1753417e-001
  2.6453240e-001  2.8490306e-001  4.7842514e-001
  2.2133795e-001  1.8785124e-001  6.6031828e-001
  3.9505358e-001  2.2806479e-001  3.5381934e-001
  3.3632935e-001  2.6329456e-001  5.1919435e-001
  1.7247501e-001  2.0639866e-001  5.6364675e-001
  1.6631156e-001  3.3726632e-001  6.0171714e-001
  2.4803137e-001  1.4890359e-001  4.8095998e-001
  1.5464875e-001  6.7494957e-002  6.7386153e-001
  1.5445174e-001  2.1672334e-001  7.1498037e-001
  2.8427344e-001 -3.8296487e-003  5.1982513e-001
  8.0621779e-002  4.0064347e-002  5.7650383e-001
  2.9299619e-001  6.1076807e-002  6.7747343e-001
  1.2644620e-001  1.3545080e-001  6.0353098e-001
  1.0332779e-001  2.9011746e-001  5.5489905e-001
  9.2049012e-002  9.1421501e-002  6.8582206e-001
  7.8391995e-002  1.0720132e-001  5.3787588e-001
  2.4929401e-001  2.9126031e-001  6.0337494e-001
  1.8027668e-001  3.0008073e-001  4.3508092e-001
  2.8526702e-001  9.8058651e-002  4.1640701e-001
  1.9835005e-001  3.0338187e-001  5.2132468e-001
  7.7239305e-002  2.6554568e-001  5.6601298e-001
  1.6988308e-001  2.0706379e-001  6.3275874e-001
  3.3758815e-001  5.1779225e-002  6.9652064e-001
  1.8357136e-001  6.6718817e-002  5.4090430e-001
  1.3969051e-001  6.2706553e-002  5.4414941e-001
  2.6839544e-001  2.8419031e-001  5.8544033e-001
  2.5803292e-001  1.4478293e-001  6.9031378e-001
  3.6610649e-001  2.4743154e-001  5.6284534e-001
  1.7296450e-001  1.3993747e-001  6.5205500e-001
  1.9467277e-001  1.3018766e-001  6.5187935e-001
  1.4667349e-001  1.1432792e-001  5.8538325e-001
  9.1871676e-003  8.7006667e-002  5.9486596e-001
  3.1369592e-001  2.7732878e-001  5.5040306e-001
  3.7466483e-001  1.7111848e-001  4.0293776e-001
  2.6380787e-001  2.9929329e-001  3.9690496e-001
  1.9849093e-001  1.3765029e-001  7.8352510e-001
  1.0241184e-001  2.0934117e-001  6.5561414e-001
  1.4166126e-001  1.9223867e-001  6.4822727e-001
  2.1993605e-001  6.6981035e-002  5.9344469e-001
  1.6001933e-001  1.6245968e-001  5.0721392e-001
  1.4162661e-001  1.1626504e-001  6.9126019e-001
  1.9702507e-001  2.7630299e-001  6.2361705e-001
  3.6739300e-001  2.3456472e-001  4.9207516e-001
  3.1142810e-001  1.1291995e-001  6.9723300e-001
  3.7312500e-001  1.9596296e-001  5.8116097e-001
  2.0877856e-001  2.4187319e-001  6.0759899e-001
  1.9434285e-001  9.7686208e-002  5.7107989e-001
  3.6966114e-001  2.2321449e-001  4.4089193e-001
  2.8127543e-001  1.8711462e-001  6.3911707e-001
  9.7262190e-002  2.0071522e-001  7.2198837e-001
  3.5174772e-001  1.6558887e-001  6.4250278e-001
  1.9614272e-001  1.6290271e-001  7.1911764e-001
  2.2750418e-001  4.2123529e-002  6.4079558e-001
  3.1532471e-001  3.1247369e-001  3.9827936e-001
 -5.2928345e-002  9.4101360e-002  5.6057401e-001
  1.4176623e-001  2.7079407e-001  5.9740181e-001
  8.5990606e-003 -1.2514094e-002  6.7964117e-001
  2.2975827e-001  1.1516061e-001  7.0302203e-001
  1.3495702e-001 -1.7399536e-003  7.0010968e-001
  1.1134816e-001  3.6962957e-001  5.1171417e-001
  1.3396348e-001  2.7222870e-001  6.7758385e-001
  1.2462739e-001  4.2527171e-002  6.2398550e-001
  1.0746161e-001  9.2535192e-002  5.8197321e-001
  3.3761061e-001  1.2861505e-001  6.0337541e-001
  4.1600404e-001  2.9901556e-001  5.4043289e-001
  1.9779359e-001  1.9073939e-001  5.8237337e-001
  2.7300486e-001  2.7506190e-001  5.6125110e-001
  1.8487065e-001  2.4123854e-001  6.4030195e-001
  3.6059201e-001  2.2870316e-001  5.7610864e-001
  3.5207831e-001  2.1413980e-001  6.3694533e-001
  1.0114362e-001  2.2358667e-001  6.8578622e-001
  3.4483390e-001  1.9904976e-001  5.9982291e-001
  2.4183179e-001  2.1101116e-001  4.7911430e-001
  3.0060640e-001  2.8523677e-001  5.7906518e-001
  3.1501008e-001  3.4398632e-001  6.8919757e-001
  2.3021423e-001  2.4442620e-001  5.7202477e-001
  2.4801659e-001  9.5882114e-002  7.3544763e-001
  1.9280898e-001  1.5519269e-001  6.3906688e-001
  2.5095307e-001  2.4836275e-001  5.3240924e-001
  1.2129636e-001  2.4204903e-001  5.8623425e-001
  8.7166983e-002  2.9524143e-001  6.0829974e-001
  1.9131406e-001  1.9045731e-001  6.5730432e-001
  1.4295596e-001  1.9326453e-001  5.3974678e-001
  1.9593289e-001  2.2282885e-001  6.1762568e-001
  2.3729908e-001  3.2401709e-001  7.2566887e-001
  2.6189105e-001  2.9707757e-001  6.2724408e-001
  7.5739604e-002  2.7258455e-001  6.1269177e-001
  2.1213402e-001  1.3796891e-001  5.2085006e-001
  1.7834490e-001  7.2797094e-002  6.3069470e-001
  9.0933779e-002  1.1356671e-001  6.1280464e-001
  2.2472293e-001  1.6607513e-001  5.2363995e-001
  2.7895108e-001  2.2955350e-001  6.4143205e-001
  3.2584957e-001  2.2550933e-001  7.7202956e-001
  3.8619776e-001  1.8511737e-001  5.7276758e-001
  1.8688741e-001  2.6729968e-001  5.4408207e-001
  2.7459302e-001  1.6125690e-001  6.4868914e-001
  2.3662720e-001  9.4309332e-002  6.5188295e-001
  2.8961627e-001  3.7564362e-001  5.2119436e-001
  2.3219810e-001  6.9460368e-002  6.4115139e-001
  2.7497481e-001  4.0469245e-001  4.9038430e-001
  2.8695455e-001  1.6623088e-001  6.4679474e-001
  2.8076056e-001  2.5333030e-001  6.2122196e-001
  3.0544925e-001  1.4697314e-001  5.9521750e-001
  2.5358889e-001  6.2886557e-002  5.0310293e-001
  2.4683577e-001  2.1331727e-001  5.6751803e-001
  2.6247039e-001  2.1739148e-001  6.4313794e-001
  3.0085959e-001  1.7818324e-001  7.5030199e-001
  2.0776813e-001  2.6628352e-001  6.8573984e-001
  1.6158080e-001  2.1289604e-001  5.6681214e-001
  5.1276546e-002  9.1834213e-002  5.6606992e-001
  9.4899893e-002  2.3432099e-001  5.4909716e-001
  2.2207749e-001  1.8611336e-001  6.7595398e-001
  3.5523970e-001  2.4725063e-001  6.1249754e-001
  3.2852237e-001  1.7289625e-001  6.9388191e-001
  2.5948055e-001  2.3757818e-001  7.5399210e-001
  1.4500069e-001  1.5632794e-001  6.4244940e-001
  3.3864670e-001  1.8820251e-001  6.8863621e-001
 -4.1179914e-002  7.4669236e-002  6.1060310e-001
  2.3213353e-001  2.6100506e-001  4.6164907e-001
  2.4887750e-001  3.3317858e-001  5.8504479e-001
  2.0344758e-001  1.6760570e-001  4.9970577e-001
  2.1076999e-001  1.3982406e-001  6.0001286e-001
  2.3966768e-001  1.0012159e-001  6.5353552e-001
  4.3167765e-001  7.5479527e-001  3.8207498e-001
  3.7673529e-001  7.0267148e-001  5.6790173e-001
  2.0087208e-001  7.1026042e-001  3.2124408e-001
  3.0388287e-001  5.6827429e-001  5.6746190e-001
  4.0255555e-001  7.9105216e-001  3.6351149e-001
  6.1982922e-001  7.9768039e-001  3.5618828e-001
  3.1993470e-001  5.7700345e-001  4.6191947e-001
  3.7920789e-001  9.3429868e-001  3.9579627e-001
  3.1471733e-001  8.3163716e-001  4.2112186e-001
  3.3666677e-001  8.7762666e-001  3.7168019e-001
  2.8387572e-001  7.6203556e-001  4.6615102e-001
  5.3587316e-001  8.2732615e-001  6.3453457e-001
  4.2175170e-001  5.8640857e-001  3.0496881e-001
  2.5807257e-001  7.5408518e-001  3.9327706e-001
  4.6413305e-001  6.7743435e-001  5.1841802e-001
  4.3779387e-001  6.6163479e-001  4.3442647e-001
  3.5367182e-001  5.8280189e-001  5.1673720e-001
  3.2995009e-001  6.3513382e-001  4.4669730e-001
  2.8878147e-001  6.0345963e-001  4.2586171e-001
  4.8824701e-001  5.0493949e-001  3.4375025e-001
  4.2761555e-001  7.6572467e-001  4.1040616e-001
  3.7810302e-001  6.9610187e-001  4.7935944e-001
  5.1217966e-001  6.4275226e-001  3.7469238e-001
  1.5451364e-001  8.5520354e-001  5.4600064e-001
  4.7253754e-001  9.2545907e-001  4.5314362e-001
  3.5126556e-001  5.5575802e-001  2.3943507e-001
  4.0107888e-001  8.7754649e-001  4.6377339e-001
  4.1041268e-001  7.0227688e-001  6.5136979e-001
  4.1072170e-001  7.8125333e-001  5.0669279e-001
  3.8544038e-001  7.9652829e-001  5.2021170e-001
  3.1775788e-001  6.8860979e-001  1.7586527e-001
  5.0417432e-001  7.8755133e-001  4.5954167e-001
  3.3088152e-001  8.9678773e-001  5.0940782e-001
  5.0831961e-001  7.7778535e-001  4.7723265e-001
  4.0673142e-001  7.8027714e-001  4.9391027e-001
  5.6294652e-001  6.9381809e-001  2.6801960e-001
  3.2309967e-001  6.9843675e-001  3.7223935e-001
  1.7694207e-001  9.8251982e-001  3.2865001e-001
  2.5546017e-001  7.2483481e-001  3.4359341e-001
  3.1965723e-001  7.4379802e-001  3.2123188e-001
  4.5618464e-001  6.8651225e-001  4.0599768e-001
  3.4549078e-001  8.5487598e-001  3.9924868e-001
  2.1460290e-001  6.2821016e-001  4.3621317e-001
  3.6671987e-001  7.9174259e-001  4.3352268e-001
  2.2177490e-001  8.0149475e-001  3.4333020e-001
  3.5367695e-001  6.2317558e-001  4.6869310e-001
  2.3446603e-001  8.0651085e-001  3.2487217e-001
  4.0096941e-001  7.6424842e-001  5.6452688e-001
  3.2159415e-001  6.8470016e-001  4.4381144e-001
  3.6266639e-001  9.6052634e-001  2.7186886e-001
  3.2399513e-001  6.9651310e-001  4.3177822e-001
  5.2050900e-001  7.0264673e-001  3.4742698e-001
  4.3586436e-001  6.2504427e-001  4.3788113e-001
  5.6008512e-001  5.9469709e-001  4.4966782e-001
  2.1706226e-001  6.6056555e-001  5.8805415e-001
  3.7303436e-001  7.9797367e-001  3.9861845e-001
  4.1187360e-001  7.4494668e-001  4.2857419e-001
  5.2406632e-001  6.4686658e-001  3.3312324e-001
  4.7546863e-001  6.9272080e-001  5.2605572e-001
  2.5245725e-001  8.2654068e-001  3.7538228e-001
  5.1092322e-001  7.9799012e-001  4.2732853e-001
  4.4596827e-001  7.5134316e-001  4.7780751e-001
  4.2728731e-001  7.0155138e-001  4.9277185e-001
  2.7892812e-001  6.6187223e-001  3.0651654e-001
  3.0235069e-001  6.8559904e-001  3.9405294e-001
  3.9809906e-001  5.9809592e-001  4.0002783e-001
  4.3943017e-001  7.5398978e-001  6.0316220e-001
  5.4125028e-001  8.1736523e-001  4.2358283e-001
  4.6887138e-001  6.8642185e-001  3.8995581e-001
  3.9416588e-001  8.1633877e-001  5.0145627e-001
