  3.3773314e-001  8.4569383e-001  4.2154523e-001
  1.6046544e-001  9.0410880e-001  4.1502124e-001
  3.9447809e-001  8.3584845e-001  5.0989679e-001
  1.9694278e-001  8.0776507e-001  5.2673928e-001
  1.8816067e-001  6.3652219e-001  6.3236016e-001
  1.1577672e-001  8.0639991e-001  4.0364253e-001
  2.0275400e-001  8.2419078e-001  5.3297359e-001
  1.6714264e-001  7.9074615e-001  5.0903213e-001
  2.4371471e-001  7.3075336e-001  5.2938675e-001
  1.8445748e-001  7.0784914e-001  4.5701171e-001
  6.3498324e-002  9.2963958e-001  5.4640719e-001
  6.4489828e-002  7.9804197e-001  5.2699614e-001
  2.8874642e-001  8.4099426e-001  4.0471913e-001
  7.9760088e-002  7.1271103e-001  4.7442650e-001
  2.5359151e-001  7.9353078e-001  5.4491366e-001
  2.9929603e-001  7.3366421e-001  3.8538206e-001
  3.0930069e-002  7.7339030e-001  6.0588962e-001
  1.2077782e-001  8.4107046e-001  4.6787322e-001
  2.0129485e-001  9.2461802e-001  5.6030980e-001
  1.8796593e-001  8.1168572e-001  5.8212184e-001
  1.4122855e-001  7.6875881e-001  5.8643252e-001
  1.2849073e-002  9.0615684e-001  5.1377030e-001
  1.9757945e-001  8.3472960e-001  6.0294365e-001
  4.4412452e-001  6.5987283e-001  4.7338981e-001
  2.0852746e-001  9.3618932e-001  3.5166431e-001
  1.9228348e-001  8.4996131e-001  3.6420186e-001
  2.5214525e-001  6.8115346e-001  6.7927302e-001
  2.1046254e-001  8.3740349e-001  5.5093720e-001
  1.0848998e-001  8.2143317e-001  5.2520730e-001
  1.3349530e-001  8.5672490e-001  6.4407387e-001
  3.3971017e-001  6.1856097e-001  5.7333628e-001
  3.0620157e-001  8.4995151e-001  6.2950912e-001
  3.2759282e-001  7.3015596e-001  5.4356845e-001
  1.5633972e-001  8.4961157e-001  3.3974358e-001
  2.4621334e-001  7.8188296e-001  5.0853007e-001
  1.6228804e-001  6.2367821e-001  5.2748467e-001
  1.3362955e-001  7.7370718e-001  4.9006990e-001
  4.6587442e-001  7.9031258e-001  4.1305547e-001
  2.5548592e-001  8.0320729e-001  4.3868441e-001
  1.9361688e-001  8.8327728e-001  4.5203327e-001
  7.6625305e-002  6.4072389e-001  3.1017310e-001
  8.1258456e-002  6.4804645e-001  4.7212402e-001
  3.0957976e-001  7.8244635e-001  3.8866012e-001
  2.0544545e-001  7.2093239e-001  5.3643311e-001
  5.6771247e-002  9.1292133e-001  3.4975382e-001
  1.3695607e-001  8.1698399e-001  6.2286298e-001
  1.7167447e-001  8.5762533e-001  4.2113091e-001
