  4.3719203e-001  3.8547600e-001
  7.2041193e-001  4.9786802e-001
  5.7460664e-001  1.7815999e-001
  6.8773702e-001  5.7652951e-001
  3.8783548e-001  2.7240121e-001
  4.3479241e-001  8.1406230e-001
  3.2822126e-001  5.3872364e-001
  5.6278211e-001  5.2216492e-001
  8.0957698e-001  5.1271438e-001
  3.0820972e-001  5.8212651e-001
  4.5716809e-001  4.7101458e-001
  6.7355725e-001  4.1544696e-001
  3.9112107e-001  7.5101761e-001
  6.7555961e-001  5.8339348e-001
  3.9736095e-001  3.3411994e-001
  6.1354617e-001  2.2682146e-001
  4.1620105e-001  4.1520811e-001
  5.3397391e-001  4.5166343e-001
  2.5298087e-001  6.2727445e-001
  3.6763754e-001  4.3450871e-001
  1.8318477e-001  5.9960832e-001
  5.0356644e-001  6.1568050e-001
  6.6431955e-001  6.6915439e-001
  6.0198883e-001  8.2967785e-001
  3.8778296e-001  7.9350536e-001
  6.9966329e-001  5.5583373e-001
  3.2690852e-001  3.0571791e-001
  7.2486273e-001  5.4460621e-001
  7.1298703e-001  6.2865350e-001
  6.0094651e-001  1.8574037e-001
  6.6058608e-001  1.9631063e-001
  1.7217423e-001  5.2339678e-001
  4.8895602e-001  3.7025191e-001
  7.5516312e-001  3.1101353e-001
  6.3580178e-001  6.7898804e-001
  5.6906223e-001  4.4821619e-001
  6.1715529e-001  4.9426098e-001
  7.9713299e-001  4.9166908e-001
  3.3746946e-001  7.5701179e-001
  4.4951247e-001  5.8114120e-001
  6.5840963e-001  1.9310733e-001
  3.2654875e-001  7.1213342e-001
  8.4228400e-001  5.2210398e-001
  6.6764653e-001  4.3082665e-001
  6.9803810e-001  3.7497008e-001
  6.0927530e-001  5.4635348e-001
  6.1664649e-001  4.2752372e-001
  7.7087689e-001  3.0188232e-001
  5.3819703e-001  3.5757939e-001
  3.9371293e-001  7.5821424e-001
  5.2841394e-001  5.2433447e-001
  8.0740014e-001  5.7388522e-001
  3.8047800e-001  2.8955466e-001
  2.1643697e-001  5.3094443e-001
  1.7450969e-001  4.9713413e-001
  3.4080922e-001  7.3218803e-001
  8.1683748e-001  4.1132390e-001
  5.7259029e-001  4.1393567e-001
  5.1019776e-001  5.3408008e-001
  4.0559296e-001  5.8248957e-001
  2.6374629e-001  2.4411022e-001
  3.2243819e-001  3.1361754e-001
  6.6555925e-001  7.4452793e-001
  5.0529847e-001  6.4529338e-001
  5.3504719e-001  6.9548648e-001
  5.2545637e-001  4.0325475e-001
  7.2405554e-001  4.7507926e-001
  2.1534967e-001  5.4121005e-001
  3.1892152e-001  6.7289324e-001
  1.7215908e-001  4.5553207e-001
  4.8211325e-001  5.9605951e-001
  6.1898500e-001  3.2422281e-001
  7.6882693e-001  2.9907245e-001
  6.2178696e-001  4.2676919e-001
  1.5947954e-001  4.8537261e-001
  7.0785785e-001  6.1170082e-001
  5.0980416e-001  7.8065305e-001
  2.5471336e-001  7.2649309e-001
  5.8417445e-001  2.6140045e-001
  6.2210813e-001  7.6828493e-001
  3.1791909e-001  7.3834813e-001
  4.0140184e-001  4.3099812e-001
  3.4058189e-001  7.2389915e-001
  7.6934260e-001  4.2321217e-001
  3.0552584e-001  2.7594581e-001
  3.3230787e-001  7.7353506e-001
  6.6413032e-001  3.3622294e-001
  4.5598098e-001  1.9193666e-001
  6.9402348e-001  2.5171924e-001
  6.1762212e-001  2.2988732e-001
  5.7857466e-001  3.0109796e-001
  7.7767593e-001  5.3757030e-001
  3.9795858e-001  5.4567972e-001
  4.5381394e-001  2.5579596e-001
  7.2029822e-001  3.5494896e-001
  5.6725526e-001  2.1646120e-001
  4.0870593e-001  2.8157469e-001
  4.7623221e-001  7.0226669e-001
  3.8981323e-001  2.7283328e-001
  2.9856412e-001  2.7633123e-001
  6.3396706e-001  1.8833551e-001
  2.2209177e-001  6.1840568e-001
  4.6981087e-001  5.9285010e-001
  4.4445249e-001  1.7504649e-001
  2.7744879e-001  6.5451823e-001
  7.5186912e-001  6.4080331e-001
  4.3310020e-001  5.5692180e-001
  2.9334722e-001  3.3104756e-001
  3.5338779e-001  4.7585969e-001
  6.2064551e-001  5.6859372e-001
  8.4062202e-001  4.4802758e-001
  5.6487939e-001  7.7834478e-001
  6.4092885e-001  7.2129593e-001
  6.0719668e-001  7.9445661e-001
  5.0258906e-001  6.7542453e-001
  4.7396205e-001  7.7984639e-001
  7.0470868e-001  5.0780859e-001
  4.1936741e-001  5.6098374e-001
  3.8130845e-001  4.0410154e-001
  6.5291840e-001  4.3555345e-001
  6.5366376e-001  5.0954279e-001
  5.1199304e-001  2.5887658e-001
  7.3133374e-001  2.4702796e-001
  2.8163466e-001  2.5162231e-001
  4.2199665e-001  4.9953469e-001
  5.9002738e-001  2.4628017e-001
  6.6780558e-001  5.2581087e-001
  7.2853153e-001  5.9252715e-001
  7.3621121e-001  2.5348478e-001
  4.5950280e-001  2.7967802e-001
  3.2143320e-001  3.4385600e-001
  3.7013219e-001  3.1309182e-001
  3.6651846e-001  7.4089453e-001
  8.0728362e-001  4.5412690e-001
  3.8204521e-001  8.0032926e-001
  3.7732183e-001  7.9167525e-001
  5.6076978e-001  7.3296102e-001
  2.2021225e-001  6.0262920e-001
  4.3941355e-001  7.8741002e-001
  3.5195804e-001  7.7217029e-001
  7.7228241e-001  5.7869184e-001
  3.6068926e-001  7.0365651e-001
  3.5951885e-001  2.9336343e-001
  2.9506821e-001  6.7533355e-001
  7.5924133e-001  4.5116132e-001
  2.5902738e-001  6.9109341e-001
  7.6899364e-001  3.3477950e-001
  6.5509001e-001  7.3214710e-001
  2.8815609e-001  5.0907638e-001
  3.3625459e-001  3.3297490e-001
  5.7662455e-001  3.8385441e-001
  3.9097641e-001  6.7709688e-001
  3.2071287e-001  6.7230939e-001
  6.0328470e-001  3.5574625e-001
